ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Percent_Days_Employed,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3
12266,M,BLACK,23-27,0,< HS Diploma,1,Other,1-2 years,7,6+,0,3,2,5+,0,0,2,1,0,2,1,0,0,0,0.971962617,0,1,0,1,0
12267,M,WHITE,38-42,0,High School Diploma,3+,Property,1-2 years,10+,1,1,3,3,2,1,1,3+,0,0,2,2+,0,0,1,0.838297872,1,0,0,0,0
12269,M,BLACK,23-27,1,< HS Diploma,0,Property,3+ years,5,1,2,4,0,1,0,0,0,1,0,2,0,0,0,0,0.0,0,1,1,0,0
12270,F,BLACK,28-32,0,Some College,0,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.011177347,0,0,0,0,0
12271,M,BLACK,28-32,0,High School Diploma,0,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,0
12272,F,BLACK,38-42,0,< HS Diploma,0,Violent/Non-Sex,1-2 years,10+,5,3+,5+,0,5+,0,0,3+,4+,1,3+,0,1,0,0,0.0,1,1,0,0,1
12273,M,WHITE,48 or older,0,High School Diploma,1,Drug,1-2 years,10+,5,0,2,5+,5+,0,1,3+,4+,0,1,1,0,0,1,0.0,0,0,0,0,0
12274,M,WHITE,23-27,0,< HS Diploma,3+,Property,<1 year,4,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0
12275,F,WHITE,43-47,0,< HS Diploma,3+,Violent/Non-Sex,<1 year,10+,6+,2,2,1,5+,0,0,2,4+,1,1,0,1,0,0,0.0,0,1,1,0,0
12276,M,BLACK,23-27,1,< HS Diploma,2,Violent/Non-Sex,3+ years,3,2,1,1,2,1,0,0,1,1,1,1,1,0,0,1,0.532319392,0,1,1,0,0
12277,M,BLACK,23-27,1,< HS Diploma,2,Property,3+ years,6,3,2,3,0,4,0,1,1,2,1,1,0,0,0,0,1.0,0,1,1,0,0
12278,M,WHITE,48 or older,0,< HS Diploma,0,Violent/Non-Sex,3+ years,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,Unknown,0,0,0,0,0
12279,M,BLACK,28-32,0,< HS Diploma,2,Property,<1 year,4,0,0,2,0,2,0,0,1,0,0,2,0,0,0,0,0.710296684,0,0,0,0,0
12280,M,WHITE,33-37,0,High School Diploma,3+,Property,1-2 years,9,1,0,5+,0,1,0,0,0,0,0,1,0,0,0,0,0.846113168,0,0,0,0,0
12281,M,WHITE,33-37,1,High School Diploma,1,Violent/Non-Sex,1-2 years,10+,6+,2,5+,3,5+,0,1,2,4+,1,2,2+,1,0,0,0.78111588,0,1,1,0,0
12282,M,WHITE,38-42,0,Some College,1,Property,1-2 years,10+,4,2,5+,0,5+,0,1,2,1,0,3+,0,0,0,0,0.0,0,1,1,0,0
12283,M,BLACK,28-32,0,High School Diploma,1,Violent/Non-Sex,1-2 years,6,4,2,1,1,4,1,1,1,2,1,1,0,0,1,1,0.442708333,0,1,1,0,0
12284,M,BLACK,23-27,0,High School Diploma,1,Unknown,<1 year,4,1,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0.88,0,1,1,0,0
12285,M,BLACK,48 or older,0,< HS Diploma,3+,Property,<1 year,10+,5,0,5+,0,5+,0,0,3+,1,0,3+,0,1,0,0,0.0,0,1,1,0,0
12286,M,BLACK,33-37,0,High School Diploma,3+,Violent/Non-Sex,3+ years,10+,5,3+,2,4,5+,1,0,1,2,1,0,2+,0,0,0,0.879725086,0,1,1,0,0
12287,M,BLACK,23-27,0,High School Diploma,1,Drug,<1 year,7,1,1,3,3,0,0,1,1,1,0,0,2+,0,0,0,0.81300813,0,1,0,1,0
12288,M,WHITE,23-27,0,< HS Diploma,1,Drug,<1 year,10+,5,3+,4,3,5+,1,1,1,4+,1,3+,2+,0,0,0,0.0,0,1,1,0,0
12290,M,BLACK,23-27,0,High School Diploma,1,Unknown,1-2 years,5,4,0,0,4,4,1,0,0,0,0,0,2+,0,1,0,1.0,0,1,0,0,1
12291,M,BLACK,38-42,0,< HS Diploma,0,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Unknown,0,0,0,0,0
12292,M,WHITE,38-42,0,< HS Diploma,2,Drug,1-2 years,4,6+,1,2,3,1,1,1,2,3,0,1,2+,1,0,0,0.458590853,0,1,0,0,1
12293,M,WHITE,23-27,0,< HS Diploma,0,Property,1-2 years,10+,3,0,1,2,5+,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,1,0
12294,F,WHITE,28-32,0,Some College,1,Property,3+ years,4,1,0,3,0,0,0,0,2,0,0,3+,0,0,0,0,0.971745711,0,0,0,0,0
12295,M,WHITE,33-37,1,< HS Diploma,0,Drug,<1 year,10+,6+,3+,5+,2,5+,0,0,3+,4+,0,3+,1,1,0,0,1.0,1,1,0,1,0
12296,M,BLACK,43-47,1,High School Diploma,3+,Property,<1 year,10+,6+,0,5+,3,5+,0,0,2,4+,0,3+,0,0,0,0,0.0,0,1,1,0,0
12297,M,WHITE,38-42,0,High School Diploma,0,Unknown,1-2 years,4,5,0,2,1,3,0,0,1,4+,0,2,0,1,0,0,0.0,0,1,0,0,1
12298,M,BLACK,23-27,0,< HS Diploma,2,Other,1-2 years,5,3,1,0,2,2,1,1,1,2,0,0,2+,1,0,1,0.0,0,0,0,0,0
12299,M,BLACK,28-32,0,Some College,3+,Violent/Sex,3+ years,10+,6+,1,1,1,5+,0,0,0,2,0,1,0,0,0,0,0.0,0,1,1,0,0
12300,M,WHITE,33-37,0,High School Diploma,0,Violent/Sex,<1 year,9,5,1,5+,0,4,1,1,3+,4+,1,3+,0,1,0,1,0.0,0,0,0,0,0
12301,M,WHITE,23-27,0,< HS Diploma,3+,Drug,<1 year,5,5,2,1,2,2,0,0,0,0,0,1,0,0,0,0,0.728813559,0,1,0,1,0
12302,M,BLACK,33-37,0,Some College,3+,Unknown,3+ years,4,2,1,1,3,0,0,1,0,0,0,0,2+,0,0,1,0.998037291,0,0,0,0,0
12303,F,WHITE,48 or older,0,< HS Diploma,0,Property,1-2 years,10+,2,0,4,4,3,0,0,3+,1,0,3+,2+,1,0,0,0.0,1,0,0,0,0
12304,M,BLACK,33-37,0,Some College,2,Drug,1-2 years,5,1,0,0,3,2,0,0,3+,0,0,0,2+,0,0,0,0.0,0,0,0,0,0
12305,M,BLACK,33-37,0,< HS Diploma,2,Unknown,1-2 years,7,3,1,0,5+,2,1,1,2,2,0,0,2+,0,0,0,0.995872033,0,0,0,0,0
12306,M,WHITE,38-42,0,High School Diploma,3+,Property,3+ years,8,4,1,1,1,5+,1,0,1,1,1,0,0,1,1,0,0.064850843,0,1,1,0,0
12307,M,WHITE,28-32,1,High School Diploma,1,Property,1-2 years,6,6+,2,1,3,5+,0,0,3+,4+,1,1,2+,1,1,0,0.408163265,1,1,0,1,0
12308,M,BLACK,38-42,0,High School Diploma,1,Drug,3+ years,10+,6+,1,2,5+,4,0,1,3+,3,0,1,2+,1,0,0,0.248977206,0,1,0,0,1
12309,M,WHITE,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.202781845,0,1,1,0,0
12310,F,WHITE,28-32,0,< HS Diploma,2,Property,<1 year,9,6+,0,5+,1,5+,0,0,3+,2,0,3+,0,1,0,0,0.976351351,0,1,0,1,0
12311,M,BLACK,48 or older,0,< HS Diploma,3+,Property,3+ years,10+,6+,3+,5+,5+,5+,1,1,3+,4+,1,3+,1,1,1,0,0.0,0,1,1,0,0
12312,M,BLACK,28-32,1,High School Diploma,1,Unknown,<1 year,4,3,0,0,3,3,0,0,0,0,0,0,2+,0,0,0,1.0,0,0,0,0,0
12313,M,BLACK,48 or older,0,High School Diploma,3+,Violent/Non-Sex,3+ years,8,1,3+,3,2,0,0,0,3+,0,1,1,1,0,0,0,0.0,0,1,0,1,0
12314,M,BLACK,48 or older,0,High School Diploma,3+,Violent/Non-Sex,3+ years,4,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0
12315,M,WHITE,48 or older,0,< HS Diploma,0,Violent/Sex,3+ years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,1,0
12317,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362567812,0,1,0,1,0
12318,M,WHITE,43-47,0,High School Diploma,2,Property,3+ years,10+,6+,0,2,5+,5+,0,0,3+,4+,0,1,2+,1,0,0,0.152623211,0,1,1,0,0
12319,F,BLACK,43-47,0,High School Diploma,2,Property,<1 year,5,3,0,3,0,3,0,0,1,1,0,2,0,0,0,0,0.0,0,0,0,0,0
12320,M,WHITE,43-47,0,< HS Diploma,3+,Property,1-2 years,10+,6+,3+,5+,1,5+,0,1,3+,4+,1,3+,0,1,0,0,0.348684211,0,1,1,0,0
12321,M,BLACK,23-27,0,< HS Diploma,1,Property,<1 year,4,2,0,2,3,2,0,0,2,0,0,2,1,1,0,0,0.019094767,0,1,1,0,0
12322,M,BLACK,28-32,1,< HS Diploma,3+,Property,1-2 years,4,5,1,3,3,1,0,1,3+,1,0,1,1,0,0,1,0.982206406,0,1,1,0,0
12323,M,BLACK,28-32,0,< HS Diploma,3+,Violent/Non-Sex,<1 year,7,2,2,0,3,4,0,1,1,1,1,0,2+,0,0,1,0.0,0,0,0,0,0
12324,M,BLACK,23-27,1,< HS Diploma,0,Unknown,1-2 years,9,3,3+,2,1,5+,1,1,1,3,1,2,0,0,1,0,0.0,0,1,0,1,0
12325,M,BLACK,28-32,0,< HS Diploma,3+,Property,3+ years,7,6+,1,5+,4,4,0,0,2,4+,0,3+,1,1,0,0,0.0,0,1,0,0,1
12326,F,WHITE,43-47,0,Some College,1,Drug,1-2 years,5,6+,0,2,2,5+,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
12327,M,BLACK,38-42,0,< HS Diploma,3+,Property,3+ years,7,6+,3+,2,3,0,0,1,2,1,1,1,1,0,0,1,1.0,0,1,0,0,1
12328,M,BLACK,38-42,0,< HS Diploma,1,Unknown,1-2 years,10+,5,3+,1,2,5+,0,0,1,2,1,1,2+,0,0,0,0.0,0,1,1,0,0
12329,M,BLACK,33-37,0,< HS Diploma,2,Drug,<1 year,10+,6+,1,0,5+,2,0,1,0,1,0,0,2+,1,0,0,0.278500383,0,1,0,1,0
12330,M,BLACK,38-42,0,Some College,3+,Drug,3+ years,9,4,3+,1,4,1,0,1,3+,4+,1,0,1,0,0,1,1.0,0,0,0,0,0
12331,M,WHITE,43-47,0,High School Diploma,2,Drug,3+ years,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.761321909,1,0,0,0,0
12332,M,BLACK,23-27,1,< HS Diploma,1,Property,1-2 years,4,0,0,2,0,1,0,1,2,0,0,0,0,0,0,1,1.0,0,1,0,1,0
12333,F,WHITE,33-37,0,High School Diploma,1,Unknown,3+ years,8,6+,3+,1,5+,4,0,0,3+,4+,0,1,2+,0,0,0,1.0,1,0,0,0,0
12334,M,BLACK,23-27,1,< HS Diploma,0,Other,<1 year,2,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0.0,0,1,1,0,0
12335,M,BLACK,48 or older,0,High School Diploma,0,Other,3+ years,5,6+,3+,4,0,2,1,1,2,4+,1,0,0,1,1,1,1.0,1,1,0,0,1
12336,M,BLACK,48 or older,0,Some College,3+,Other,3+ years,5,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0
12337,M,WHITE,28-32,0,Some College,3+,Violent/Non-Sex,3+ years,4,4,3+,0,2,1,0,0,0,0,1,0,0,0,0,0,0.051982379,0,1,1,0,0
12338,M,WHITE,28-32,0,High School Diploma,0,Violent/Sex,3+ years,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.980595084,0,1,0,0,1
12341,M,BLACK,33-37,0,High School Diploma,3+,Drug,1-2 years,7,5,0,0,4,3,1,0,1,4+,1,0,1,1,1,0,0.038240918,0,1,1,0,0
12342,M,WHITE,43-47,0,Some College,0,Property,<1 year,10+,6+,0,5+,5+,5+,0,1,3+,1,0,3+,2+,0,0,0,0.0,0,1,0,1,0
12343,M,BLACK,43-47,0,Some College,3+,Violent/Non-Sex,3+ years,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.959232614,0,0,0,0,0
12344,M,BLACK,33-37,1,< HS Diploma,3+,Violent/Non-Sex,3+ years,7,3,3+,3,0,0,0,1,2,2,1,0,0,0,0,1,1.0,0,0,0,0,0
12345,M,WHITE,48 or older,0,< HS Diploma,3+,Violent/Non-Sex,1-2 years,10+,6+,1,5+,5+,5+,0,1,3+,4+,0,3+,2+,1,0,0,0.999034749,1,0,0,0,0
12346,M,WHITE,43-47,0,High School Diploma,0,Property,1-2 years,2,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0
12347,M,WHITE,48 or older,0,< HS Diploma,1,Property,<1 year,10+,6+,0,5+,1,5+,0,0,3+,4+,0,3+,1,1,0,0,0.770877944,0,1,0,0,1
12348,M,BLACK,33-37,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,4,2,3+,1,0,1,0,1,2,0,1,0,0,0,0,1,0.327991453,0,1,1,0,0
12349,M,BLACK,33-37,0,High School Diploma,3+,Property,1-2 years,10+,5,1,5+,4,5+,0,0,3+,3,0,3+,0,1,0,0,1.0,0,0,0,0,0
12350,M,WHITE,48 or older,0,High School Diploma,3+,Violent/Non-Sex,3+ years,2,3,2,1,0,0,0,1,1,2,1,1,0,0,0,0,0.775945684,0,0,0,0,0
12351,M,WHITE,48 or older,0,High School Diploma,1,Property,3+ years,10+,6+,2,5+,5+,5+,1,1,3+,4+,1,2,1,1,1,0,0.0,1,1,0,1,0
12352,M,BLACK,23-27,1,High School Diploma,0,Drug,<1 year,4,3,2,3,1,0,0,1,0,4+,1,2,1,0,0,0,0.31372549,0,1,1,0,0
12353,M,BLACK,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,3,1,1,2,0,0,0,0,2,0,1,1,0,0,0,0,0.0,1,1,1,0,0
12354,F,WHITE,28-32,0,Some College,1,Violent/Non-Sex,3+ years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
12355,M,BLACK,28-32,0,< HS Diploma,1,Drug,1-2 years,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0.049785408,0,1,1,0,0
12356,M,WHITE,43-47,0,High School Diploma,2,Violent/Sex,3+ years,5,1,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0.995297806,0,0,0,0,0
12357,M,BLACK,28-32,0,High School Diploma,1,Violent/Non-Sex,3+ years,6,5,3+,4,1,2,0,1,1,2,1,1,1,1,0,1,0.0,0,1,1,0,0
12358,M,BLACK,48 or older,0,High School Diploma,3+,Property,1-2 years,10+,3,2,5+,0,4,0,0,3+,2,1,3+,1,1,0,0,0.967611336,0,0,0,0,0
12359,M,BLACK,28-32,1,High School Diploma,3+,Drug,3+ years,6,0,1,0,2,3,0,0,1,0,1,0,2+,0,0,0,0.005524862,0,0,0,0,0
12360,M,BLACK,33-37,1,High School Diploma,3+,Violent/Non-Sex,1-2 years,6,6+,2,1,4,2,0,1,3+,2,1,1,1,1,0,1,0.347449471,0,1,1,0,0
12361,M,BLACK,43-47,0,< HS Diploma,2,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,0,0,0,0,0
12362,M,WHITE,28-32,1,High School Diploma,1,Drug,<1 year,10+,1,0,5+,3,5+,1,0,3+,3,1,3+,2+,1,1,0,0.0,0,1,0,1,0
12363,M,WHITE,33-37,0,High School Diploma,1,Property,1-2 years,10+,6+,0,5+,1,5+,0,0,3+,4+,0,3+,1,1,0,0,0.0,0,1,1,0,0
12364,F,WHITE,28-32,0,Some College,3+,Violent/Non-Sex,3+ years,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0.727934486,1,0,0,0,0
12365,M,WHITE,38-42,0,Some College,3+,Violent/Non-Sex,3+ years,2,3,1,2,0,0,0,0,2,2,1,1,0,0,0,0,0.0,0,1,1,0,0
12366,M,BLACK,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,2,4,3+,0,0,0,1,0,0,0,0,0,0,0,0,0,0.846572361,0,0,0,0,0
12367,M,BLACK,48 or older,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0
12368,M,WHITE,38-42,1,< HS Diploma,1,Violent/Non-Sex,3+ years,10+,3,1,5+,1,2,1,0,3+,1,1,2,1,0,1,0,0.120218579,0,1,1,0,0
12369,M,WHITE,33-37,0,< HS Diploma,0,Other,3+ years,6,6+,0,0,5+,2,0,1,1,4+,0,0,2+,1,0,1,0.564920273,0,1,1,0,0
12370,M,WHITE,28-32,0,Some College,3+,Property,<1 year,4,3,0,0,1,2,0,1,0,1,0,1,0,1,0,1,0.990180033,0,0,0,0,0
12371,M,BLACK,38-42,0,High School Diploma,3+,Property,3+ years,10+,2,2,5+,2,1,0,1,3+,2,0,3+,1,0,0,1,0.0,0,1,0,1,0
12372,M,BLACK,38-42,1,< HS Diploma,0,Other,<1 year,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1.0,0,0,0,0,0
12373,F,BLACK,43-47,0,High School Diploma,3+,Violent/Non-Sex,3+ years,4,1,1,3,0,0,0,1,3+,0,1,2,0,0,0,0,0.239130435,0,0,0,0,0
12374,M,BLACK,48 or older,0,High School Diploma,3+,Violent/Non-Sex,3+ years,3,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0.821068939,0,0,0,0,0
12375,M,BLACK,23-27,0,< HS Diploma,0,Violent/Non-Sex,3+ years,3,3,2,1,0,1,1,0,2,1,0,1,1,0,0,0,0.0,0,1,0,0,1
12376,M,BLACK,28-32,1,< HS Diploma,1,Violent/Non-Sex,3+ years,4,5,1,4,1,3,0,0,0,2,1,3+,0,1,0,0,0.0,0,1,1,0,0
12377,F,WHITE,48 or older,0,< HS Diploma,3+,Property,1-2 years,10+,6+,3+,5+,3,5+,0,0,1,4+,0,3+,0,0,0,0,0.0,0,1,1,0,0
12378,M,BLACK,23-27,0,Some College,3+,Violent/Non-Sex,<1 year,5,2,3+,1,2,1,0,1,1,1,1,1,1,0,0,1,0.922018349,0,0,0,0,0
12379,M,BLACK,33-37,0,Some College,3+,Drug,1-2 years,10+,6+,3+,1,4,5+,1,0,3+,3,1,0,2+,0,0,0,0.0,0,1,1,0,0
12380,M,BLACK,33-37,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,2,3,0,2,0,3,0,0,0,4+,0,2,0,1,0,0,0.968627451,0,0,0,0,0
12381,M,BLACK,43-47,1,High School Diploma,3+,Violent/Non-Sex,1-2 years,6,0,3+,0,0,2,0,1,1,0,1,0,0,0,0,1,1.0,0,1,0,1,0
12382,M,BLACK,23-27,1,High School Diploma,1,Violent/Non-Sex,3+ years,10+,0,3+,3,0,1,0,1,2,1,1,0,0,0,0,0,0.0,0,0,0,0,0
12383,M,BLACK,28-32,1,< HS Diploma,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
12384,M,BLACK,48 or older,0,< HS Diploma,1,Property,3+ years,10+,5,1,5+,3,0,0,0,3+,3,0,2,2+,0,0,0,1.0,0,0,0,0,0
12385,M,BLACK,43-47,0,Some College,0,Property,3+ years,10+,3,1,5+,5+,5+,0,0,3+,2,1,3+,2+,1,0,0,0.276064611,0,1,0,1,0
12386,F,BLACK,38-42,0,High School Diploma,1,Violent/Non-Sex,3+ years,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.445175439,1,0,0,0,0
12387,F,WHITE,48 or older,0,High School Diploma,2,Other,<1 year,6,1,2,3,1,0,0,1,2,0,1,0,1,0,0,1,0.506815366,1,1,0,1,0
12388,M,BLACK,23-27,0,< HS Diploma,2,Property,1-2 years,4,5,1,0,3,2,0,1,0,3,1,0,1,1,0,0,0.0,0,0,0,0,0
12389,M,BLACK,33-37,0,High School Diploma,2,Unknown,1-2 years,8,6+,3+,0,1,1,0,1,1,4+,1,0,1,1,1,1,0.0,0,1,0,1,0
12391,M,BLACK,28-32,0,< HS Diploma,1,Drug,3+ years,9,1,0,3,5+,1,0,0,2,0,0,0,2+,0,0,0,0.260473588,0,1,0,1,0
12392,M,BLACK,48 or older,0,High School Diploma,3+,Other,1-2 years,4,1,0,1,3,0,0,0,2,0,0,1,2+,0,0,0,1.0,1,1,0,0,1
12393,M,WHITE,43-47,0,High School Diploma,1,Violent/Non-Sex,3+ years,2,2,3+,0,0,0,0,0,0,0,1,0,0,0,0,0,0.927777778,0,1,0,1,0
12394,M,BLACK,28-32,1,High School Diploma,3+,Drug,1-2 years,7,6+,3+,5+,2,5+,0,0,3+,4+,0,3+,1,1,0,0,1.0,0,1,0,1,0
12395,M,BLACK,48 or older,0,< HS Diploma,1,Other,<1 year,10+,6+,1,2,4,3,0,1,3+,4+,0,1,2+,0,0,1,1.0,0,0,0,0,0
12396,M,WHITE,48 or older,0,Some College,3+,Drug,3+ years,10+,6+,1,5+,2,3,0,1,3+,4+,0,3+,1,0,0,0,0.974305556,1,0,0,0,0
12397,M,WHITE,38-42,0,Some College,0,Property,1-2 years,10+,2,0,5+,1,4,0,0,2,4+,0,3+,0,1,0,0,1.0,0,1,0,1,0
12398,M,WHITE,48 or older,0,Some College,3+,Drug,3+ years,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
12399,M,BLACK,43-47,0,< HS Diploma,2,Violent/Non-Sex,1-2 years,10+,2,3+,2,0,5+,1,0,1,0,1,1,0,0,0,0,1.0,0,1,0,1,0
12400,M,WHITE,48 or older,0,High School Diploma,0,Violent/Non-Sex,3+ years,10+,2,2,5+,2,0,0,1,3+,1,1,3+,2+,0,0,0,0.846666667,0,1,0,0,1
12401,F,BLACK,33-37,0,< HS Diploma,1,Drug,1-2 years,5,1,0,1,4,1,1,0,1,0,0,0,2+,0,0,0,1.0,0,0,0,0,0
12402,F,WHITE,48 or older,0,Some College,0,Drug,3+ years,7,6+,0,0,5+,5+,0,0,0,4+,0,0,2+,1,0,0,0.230414747,0,1,1,0,0
12403,F,WHITE,43-47,0,High School Diploma,2,Property,1-2 years,8,6+,1,5+,3,3,0,1,1,2,0,1,1,1,0,1,1.0,0,0,0,0,0
12404,M,WHITE,28-32,0,High School Diploma,0,Other,1-2 years,10+,6+,1,4,5+,5+,0,1,2,3,0,3+,2+,1,0,1,0.025145068,0,1,1,0,0
12405,M,BLACK,33-37,0,High School Diploma,3+,Other,<1 year,10+,6+,3+,5+,4,4,0,0,3+,1,1,2,0,0,0,0,1.0,0,1,1,0,0
12406,M,BLACK,28-32,0,< HS Diploma,0,Violent/Non-Sex,3+ years,4,2,3+,0,1,1,0,1,1,0,1,1,0,0,0,1,0.0,0,0,0,0,0
12407,M,BLACK,23-27,1,< HS Diploma,3+,Violent/Non-Sex,3+ years,4,1,1,2,0,2,0,0,0,0,1,1,0,0,0,0,0.0,1,1,1,0,0
12408,M,BLACK,43-47,0,High School Diploma,0,Property,<1 year,10+,6+,3+,5+,2,5+,0,0,3+,4+,1,3+,0,1,0,0,0.0,0,1,0,1,0
12409,M,WHITE,43-47,0,High School Diploma,1,Property,3+ years,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0.206730769,0,1,0,0,1
12410,M,WHITE,28-32,1,High School Diploma,2,Violent/Non-Sex,3+ years,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0.321750322,0,1,1,0,0
12411,M,BLACK,48 or older,0,Some College,0,Property,1-2 years,6,6+,1,5+,0,3,0,1,3+,2,1,3+,0,0,0,1,1.0,1,1,0,1,0
12412,M,WHITE,48 or older,0,< HS Diploma,3+,Violent/Sex,3+ years,2,3,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0.0,1,0,0,0,0
12413,M,WHITE,48 or older,0,High School Diploma,0,Property,3+ years,10+,6+,1,5+,4,5+,0,0,3+,3,0,3+,1,1,0,0,0.376760563,1,1,0,1,0
12414,M,WHITE,38-42,0,High School Diploma,3+,Other,3+ years,6,6+,0,2,4,1,0,0,1,4+,0,1,2+,0,0,0,0.378555799,0,1,0,1,0
12415,M,BLACK,33-37,0,< HS Diploma,0,Unknown,<1 year,8,4,0,1,5+,5+,0,1,2,4+,0,1,2+,1,0,0,0.0,0,0,0,0,0
12416,M,BLACK,48 or older,0,Some College,3+,Violent/Sex,3+ years,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
12417,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0
12418,M,BLACK,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,4,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0.959232614,0,0,0,0,0
12419,M,BLACK,43-47,0,< HS Diploma,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0
12420,F,WHITE,48 or older,0,High School Diploma,0,Property,3+ years,10+,6+,3+,5+,5+,5+,1,0,3+,2,0,3+,1,1,0,0,0.789371981,1,1,0,0,1
12421,M,BLACK,23-27,0,< HS Diploma,0,Violent/Non-Sex,3+ years,4,0,0,3,0,0,0,0,0,0,0,3+,0,0,0,0,0.949764521,0,0,0,0,0
12422,M,WHITE,43-47,0,High School Diploma,1,Property,1-2 years,3,0,1,0,2,1,0,0,1,0,1,0,1,0,0,0,1.0,0,0,0,0,0
12423,M,WHITE,48 or older,0,High School Diploma,3+,Property,1-2 years,10+,6+,1,5+,3,0,0,1,3+,3,0,3+,1,0,0,0,1.0,0,1,0,1,0
12424,M,BLACK,33-37,0,High School Diploma,2,Violent/Non-Sex,<1 year,10+,6+,3+,2,2,5+,1,0,2,4+,1,0,2+,1,0,0,0.0,0,1,1,0,0
12426,M,BLACK,38-42,0,Some College,3+,Drug,3+ years,8,1,1,2,4,2,0,1,2,1,1,1,1,1,0,0,0.99915326,0,0,0,0,0
12427,M,BLACK,23-27,0,< HS Diploma,3+,Unknown,3+ years,8,0,0,0,5+,2,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
12428,M,WHITE,28-32,1,< HS Diploma,2,Property,1-2 years,10+,4,0,5+,1,2,0,0,3+,1,0,3+,0,0,0,0,0.835078534,0,0,0,0,0
12429,M,BLACK,48 or older,0,Some College,3+,Violent/Sex,3+ years,5,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,1,1,0,0
