ID,Gender,Race,Age_at_Release,Gang_Affiliated,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Recidivism_Within_3years
10879,M,BLACK,33-37,0,High School Diploma,2,Drug,<1 year,10+,6+,3+,4,0,5+,0,0,2,4+,1,2,0,1,0,0,1
10880,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,2,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1
10881,M,WHITE,23-27,1,High School Diploma,0,Violent/Non-Sex,3+ years,4,3,2,1,2,1,0,0,0,1,1,1,0,0,0,0,1
10882,M,WHITE,28-32,0,High School Diploma,2,Property,<1 year,6,6+,1,5+,0,3,0,0,0,4+,0,2,0,1,0,0,1
10883,M,BLACK,28-32,0,Some College,1,Drug,1-2 years,3,5,0,0,5+,1,0,0,0,1,0,0,1,0,0,0,0
10884,M,WHITE,23-27,1,< HS Diploma,1,Violent/Non-Sex,3+ years,3,1,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0
10885,M,WHITE,28-32,0,< HS Diploma,2,Property,3+ years,4,1,0,3,1,0,0,0,1,0,0,2,0,0,0,0,0
10886,M,BLACK,23-27,0,< HS Diploma,2,Drug,<1 year,5,3,0,1,5+,2,0,0,2,1,0,0,2+,0,0,0,1
10887,F,WHITE,33-37,0,Some College,3+,Violent/Non-Sex,3+ years,3,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0
10888,M,BLACK,23-27,0,< HS Diploma,1,Violent/Non-Sex,<1 year,10+,6+,2,2,4,5+,0,1,3+,2,1,0,2+,0,1,0,1
10889,M,BLACK,28-32,0,High School Diploma,2,Other,<1 year,10+,6+,0,5+,1,5+,0,0,0,1,0,1,1,1,0,0,1
10890,F,WHITE,28-32,0,< HS Diploma,3+,Other,1-2 years,6,5,2,2,1,4,1,0,1,3,1,0,1,0,1,0,0
10891,M,BLACK,28-32,1,High School Diploma,0,Property,<1 year,10+,2,1,3,3,4,0,1,3+,0,0,2,2+,0,0,0,1
10892,M,WHITE,33-37,0,< HS Diploma,3+,Drug,<1 year,9,4,0,2,5+,4,0,0,3+,1,0,3+,1,1,0,0,1
10893,M,WHITE,23-27,0,High School Diploma,1,Property,1-2 years,4,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,1
10895,M,WHITE,43-47,0,High School Diploma,1,Drug,3+ years,10+,6+,3+,1,5+,1,1,0,3+,4+,0,1,2+,0,0,0,0
10896,M,BLACK,23-27,0,Some College,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10897,M,WHITE,23-27,0,< HS Diploma,2,Property,3+ years,2,4,1,1,2,0,1,0,1,3,0,1,1,0,0,0,1
10898,M,WHITE,23-27,0,High School Diploma,0,Drug,<1 year,3,4,2,0,2,2,0,0,3+,4+,1,0,2+,1,0,0,1
10899,F,WHITE,28-32,0,< HS Diploma,2,Unknown,<1 year,7,0,0,1,4,2,0,0,0,0,0,1,1,0,0,0,0
10900,M,WHITE,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,4,2,3+,0,0,2,0,0,1,0,1,0,0,0,0,0,0
10901,M,WHITE,28-32,0,Some College,0,Other,1-2 years,9,6+,1,5+,1,1,0,0,1,0,1,0,0,0,0,1,1
10902,M,BLACK,23-27,1,High School Diploma,0,Property,3+ years,2,2,2,1,0,1,0,1,1,1,0,2,0,0,0,0,1
10903,M,WHITE,23-27,1,Some College,0,Property,<1 year,8,0,0,4,1,1,0,0,1,0,0,2,0,0,0,0,1
10904,M,WHITE,38-42,0,< HS Diploma,3+,Property,3+ years,10+,3,1,5+,1,3,1,1,3+,2,1,3+,1,1,1,0,1
10905,F,BLACK,23-27,0,High School Diploma,3+,Drug,3+ years,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10906,M,WHITE,23-27,1,High School Diploma,3+,Property,1-2 years,3,4,1,2,0,1,0,0,1,1,0,2,0,0,0,0,1
10907,F,WHITE,23-27,0,< HS Diploma,2,Property,3+ years,5,3,1,2,1,3,0,0,1,1,0,1,1,0,0,0,0
10908,M,BLACK,23-27,0,Some College,3+,Drug,<1 year,10+,2,1,0,5+,2,0,0,2,3,0,1,2+,0,0,0,1
10909,F,WHITE,28-32,0,High School Diploma,2,Property,1-2 years,4,6+,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0
10910,M,BLACK,33-37,0,< HS Diploma,3+,Property,1-2 years,9,6+,1,1,2,5+,0,1,2,4+,0,1,1,1,0,1,0
10911,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,<1 year,5,4,2,2,1,3,0,0,0,0,0,0,0,0,0,0,1
10912,M,WHITE,33-37,0,High School Diploma,0,Property,<1 year,10+,6+,2,5+,0,5+,1,1,3+,4+,1,3+,0,1,1,0,0
10913,M,BLACK,23-27,0,High School Diploma,2,Property,<1 year,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
10914,M,BLACK,33-37,0,< HS Diploma,0,Unknown,1-2 years,10+,1,0,5+,1,2,0,0,3+,0,0,3+,1,0,0,0,1
10915,F,BLACK,43-47,0,High School Diploma,0,Drug,<1 year,6,6+,3+,0,3,3,0,0,0,0,0,0,1,0,0,0,0
10916,M,BLACK,28-32,0,< HS Diploma,3+,Other,<1 year,5,6+,3+,0,1,2,1,1,0,3,0,0,0,0,0,1,1
10917,M,BLACK,23-27,0,High School Diploma,0,Unknown,<1 year,3,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1
10918,M,WHITE,23-27,0,< HS Diploma,3+,Property,<1 year,10+,2,0,5+,0,5+,0,0,3+,4+,0,3+,0,1,0,0,1
10919,M,BLACK,28-32,0,< HS Diploma,3+,Property,<1 year,10+,6+,3+,5+,3,4,1,0,3+,3,1,3+,0,1,0,0,0
10920,M,BLACK,23-27,0,High School Diploma,0,Property,<1 year,10+,6+,1,5+,5+,3,0,0,1,4+,1,2,2+,0,0,0,1
10921,M,BLACK,28-32,0,< HS Diploma,0,Property,<1 year,3,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1
10922,M,BLACK,23-27,0,< HS Diploma,0,Violent/Non-Sex,1-2 years,5,2,2,1,2,2,1,1,1,0,0,0,1,1,0,1,1
10923,F,WHITE,23-27,0,Some College,0,Violent/Non-Sex,1-2 years,2,2,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0
10924,M,WHITE,33-37,0,High School Diploma,1,Other,3+ years,10+,3,0,5+,5+,4,0,0,3+,0,0,3+,2+,0,0,0,1
10925,F,WHITE,28-32,0,High School Diploma,2,Unknown,<1 year,10+,4,1,1,3,5+,0,0,0,4+,0,0,2+,1,0,0,0
10926,M,BLACK,23-27,0,< HS Diploma,3+,Unknown,1-2 years,7,6+,0,0,5+,5+,0,0,1,4+,1,0,2+,1,0,0,0
10927,M,WHITE,28-32,0,< HS Diploma,3+,Drug,3+ years,10+,6+,0,5+,4,5+,0,0,1,4+,0,3+,1,0,0,0,1
10928,M,BLACK,33-37,1,High School Diploma,2,Violent/Non-Sex,3+ years,2,4,1,1,0,3,0,1,1,2,1,1,0,0,0,0,1
10929,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,5,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1
10930,M,WHITE,48 or older,0,Some College,0,Violent/Sex,3+ years,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10931,M,BLACK,28-32,0,High School Diploma,1,Other,1-2 years,9,2,1,1,4,3,0,1,3+,0,0,1,2+,0,0,0,0
10932,M,WHITE,43-47,0,< HS Diploma,0,Drug,1-2 years,3,1,1,0,2,1,0,0,2,1,1,0,2+,0,0,0,0
10933,M,WHITE,33-37,0,< HS Diploma,3+,Property,<1 year,10+,4,2,4,3,5+,0,0,1,1,0,2,0,0,0,0,1
10934,M,WHITE,48 or older,0,High School Diploma,0,Property,<1 year,10+,6+,1,5+,5+,4,0,0,3+,4+,0,3+,2+,0,0,0,1
10935,M,BLACK,33-37,1,High School Diploma,2,Violent/Non-Sex,3+ years,3,2,1,2,0,3,0,0,2,0,1,1,0,0,0,0,0
10936,M,WHITE,38-42,0,High School Diploma,2,Drug,1-2 years,10+,6+,0,0,5+,5+,0,0,3+,2,0,0,2+,1,0,0,0
10937,M,BLACK,33-37,0,< HS Diploma,3+,Other,1-2 years,5,4,3+,0,4,3,0,0,1,3,1,0,1,0,0,0,0
10938,M,BLACK,23-27,0,< HS Diploma,2,Property,3+ years,4,3,2,3,0,2,1,0,0,0,0,1,0,1,0,0,1
10939,M,BLACK,23-27,0,< HS Diploma,2,Property,1-2 years,4,1,0,1,1,3,0,0,1,1,0,2,0,0,0,0,0
10940,M,WHITE,28-32,0,High School Diploma,1,Violent/Non-Sex,3+ years,1,3,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0
10941,M,BLACK,28-32,0,Some College,3+,Violent/Non-Sex,3+ years,3,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
10942,M,BLACK,23-27,0,< HS Diploma,2,Property,3+ years,7,2,0,5+,2,4,0,0,1,0,0,2,1,0,0,0,1
10943,M,BLACK,33-37,0,High School Diploma,3+,Other,1-2 years,10+,2,1,0,5+,3,0,1,2,1,0,0,2+,1,0,1,1
10945,M,WHITE,28-32,0,High School Diploma,1,Unknown,3+ years,10+,6+,0,5+,2,4,0,0,3+,2,0,3+,2+,0,0,0,1
10946,M,WHITE,28-32,0,< HS Diploma,0,Drug,<1 year,10+,6+,0,5+,1,5+,0,0,1,0,0,1,1,0,0,0,1
10947,M,WHITE,48 or older,0,Some College,3+,Violent/Sex,3+ years,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10948,M,WHITE,28-32,0,Some College,0,Unknown,1-2 years,4,1,1,1,3,1,0,0,1,0,1,1,1,0,0,0,1
10949,M,BLACK,33-37,0,High School Diploma,3+,Other,1-2 years,8,3,3+,2,0,2,1,0,2,2,1,1,0,0,1,0,1
10951,M,WHITE,38-42,0,< HS Diploma,2,Other,1-2 years,2,1,0,1,2,1,0,1,0,0,0,0,1,0,0,1,0
10952,M,BLACK,23-27,1,< HS Diploma,3+,Other,<1 year,10+,0,1,5+,0,5+,0,1,2,0,0,3+,0,1,0,1,1
10953,M,WHITE,28-32,0,< HS Diploma,0,Violent/Sex,1-2 years,5,6+,0,3,3,4,0,0,1,4+,0,1,1,1,0,0,1
10954,M,BLACK,28-32,0,High School Diploma,2,Violent/Non-Sex,3+ years,3,6+,3+,1,1,1,1,0,2,4+,1,1,0,0,0,0,0
10955,M,BLACK,23-27,1,< HS Diploma,0,Violent/Non-Sex,3+ years,8,1,1,5+,1,0,0,1,1,0,0,2,1,0,0,0,1
10956,M,BLACK,28-32,0,High School Diploma,0,Drug,1-2 years,5,1,1,2,2,1,0,1,0,1,0,1,2+,0,0,1,1
10957,M,BLACK,33-37,0,High School Diploma,3+,Drug,1-2 years,5,2,0,0,5+,2,0,0,1,0,0,0,2+,0,0,0,1
10958,M,BLACK,43-47,0,High School Diploma,2,Violent/Non-Sex,3+ years,10+,2,1,5+,2,5+,0,1,3+,0,1,3+,0,1,0,0,1
10959,M,BLACK,33-37,0,< HS Diploma,3+,Drug,1-2 years,10+,6+,3+,1,5+,5+,0,1,3+,4+,0,0,2+,1,0,0,1
10960,M,BLACK,48 or older,0,Some College,1,Violent/Non-Sex,1-2 years,9,6+,3+,3,0,0,1,0,3+,2,1,3+,0,0,1,0,0
10961,M,BLACK,23-27,0,< HS Diploma,1,Other,<1 year,4,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0
10962,M,BLACK,48 or older,0,Some College,1,Property,1-2 years,10+,4,0,5+,0,5+,0,0,3+,1,0,3+,0,1,0,0,1
10963,F,WHITE,33-37,0,High School Diploma,0,Violent/Non-Sex,3+ years,10+,6+,2,3,3,5+,0,0,3+,4+,1,1,2+,1,0,0,1
10964,M,BLACK,23-27,1,High School Diploma,1,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
10965,M,WHITE,28-32,0,High School Diploma,0,Property,1-2 years,4,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0
10966,M,WHITE,28-32,0,Some College,1,Drug,1-2 years,3,1,0,0,1,2,0,0,1,1,0,0,1,0,0,0,1
10967,M,BLACK,48 or older,0,Some College,2,Property,<1 year,10+,6+,1,5+,0,5+,0,0,3+,4+,0,3+,0,1,0,0,1
10968,M,BLACK,33-37,0,High School Diploma,1,Drug,3+ years,8,2,0,2,5+,1,0,0,1,1,0,0,2+,0,0,0,1
10969,M,BLACK,33-37,0,< HS Diploma,2,Other,1-2 years,7,6+,0,1,5+,1,0,0,1,4+,0,0,2+,1,0,0,1
10970,M,WHITE,23-27,0,High School Diploma,3+,Violent/Non-Sex,3+ years,9,2,3+,2,1,4,0,1,1,1,1,1,0,1,0,1,1
10971,M,BLACK,23-27,1,High School Diploma,2,Other,3+ years,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1
10972,M,WHITE,23-27,0,Some College,0,Violent/Non-Sex,1-2 years,5,3,1,1,2,3,0,0,1,3,0,0,2+,1,0,0,0
10974,F,WHITE,28-32,0,High School Diploma,2,Drug,1-2 years,6,0,0,1,3,3,0,0,2,0,0,0,2+,0,0,0,1
10976,M,BLACK,28-32,0,High School Diploma,1,Drug,<1 year,4,3,0,0,4,2,0,0,1,2,0,0,2+,0,0,0,0
10977,F,WHITE,33-37,0,< HS Diploma,3+,Property,1-2 years,7,3,0,2,2,5+,0,0,3+,3,0,2,2+,1,0,0,1
10978,M,BLACK,33-37,0,Some College,2,Property,1-2 years,5,6+,3+,2,0,5+,1,0,2,4+,1,2,0,1,0,0,1
10979,M,BLACK,28-32,1,< HS Diploma,0,Property,3+ years,9,2,0,5+,0,2,0,0,3+,3,0,3+,0,1,0,0,0
10980,M,BLACK,28-32,0,Some College,1,Drug,3+ years,4,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
10981,M,BLACK,48 or older,0,< HS Diploma,2,Violent/Non-Sex,3+ years,10+,3,2,5+,1,2,0,0,3+,0,1,3+,1,0,0,0,0
10982,M,BLACK,18-22,1,< HS Diploma,1,Property,3+ years,3,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1
10983,M,WHITE,43-47,0,High School Diploma,1,Other,<1 year,10+,6+,1,2,5+,3,0,0,3+,4+,0,2,1,0,0,0,1
10984,M,BLACK,28-32,1,High School Diploma,1,Property,<1 year,10+,6+,0,5+,1,5+,0,0,3+,2,0,3+,0,1,0,0,1
10985,M,BLACK,33-37,0,< HS Diploma,3+,Other,1-2 years,6,3,0,0,2,3,0,0,1,3,0,0,0,1,0,0,0
10986,M,BLACK,48 or older,0,High School Diploma,0,Violent/Non-Sex,1-2 years,10+,6+,0,5+,2,4,0,0,3+,4+,0,3+,0,1,0,0,1
10987,M,WHITE,23-27,1,High School Diploma,3+,Violent/Non-Sex,1-2 years,6,1,2,1,1,1,0,1,0,1,0,1,0,0,0,1,1
10988,M,BLACK,33-37,0,High School Diploma,2,Property,3+ years,5,4,1,5+,0,3,0,0,1,3,1,2,0,1,0,0,1
10989,M,BLACK,23-27,1,High School Diploma,0,Violent/Non-Sex,3+ years,4,2,1,0,3,1,0,1,0,2,1,0,2+,0,1,1,1
10990,M,BLACK,23-27,0,< HS Diploma,0,Violent/Non-Sex,3+ years,1,3,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
10991,M,WHITE,48 or older,0,< HS Diploma,1,Other,1-2 years,8,0,0,2,5+,1,0,1,2,0,0,1,0,0,0,1,0
10992,M,WHITE,28-32,0,High School Diploma,1,Unknown,1-2 years,6,3,0,1,1,5+,0,0,1,1,0,0,0,1,0,0,1
10993,M,WHITE,23-27,1,High School Diploma,0,Property,3+ years,3,4,1,2,0,3,0,0,1,2,1,1,0,1,0,0,1
10994,F,WHITE,28-32,0,High School Diploma,3+,Property,3+ years,6,4,1,5+,0,1,1,0,0,0,0,1,0,0,0,0,0
10995,F,WHITE,43-47,0,Some College,3+,Drug,3+ years,7,4,0,4,5+,3,0,0,3+,2,0,3+,2+,1,0,0,1
10996,M,BLACK,23-27,0,< HS Diploma,1,Drug,1-2 years,8,5,0,2,4,3,0,0,3+,1,0,2,0,1,0,0,1
10997,M,BLACK,23-27,0,< HS Diploma,1,Property,3+ years,5,1,0,4,0,1,0,0,0,0,0,2,0,1,0,0,1
10998,M,BLACK,28-32,0,< HS Diploma,1,Drug,3+ years,4,4,0,1,5+,1,0,0,1,1,0,0,2+,0,0,0,0
10999,M,WHITE,23-27,0,< HS Diploma,0,Drug,<1 year,5,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,1
11000,F,WHITE,48 or older,0,< HS Diploma,3+,Drug,3+ years,5,2,1,1,3,1,0,0,2,1,0,1,2+,0,0,0,0
11001,M,BLACK,23-27,0,< HS Diploma,1,Violent/Non-Sex,3+ years,3,1,0,1,2,2,0,1,0,0,1,0,0,0,0,1,1
11002,M,BLACK,48 or older,0,< HS Diploma,0,Property,1-2 years,10+,6+,3+,5+,3,5+,0,0,3+,4+,0,3+,0,1,0,0,0
11003,F,WHITE,28-32,0,< HS Diploma,2,Violent/Non-Sex,1-2 years,10+,5,3+,1,0,5+,1,0,0,3,1,0,0,0,1,0,1
11004,F,WHITE,48 or older,0,< HS Diploma,0,Property,<1 year,9,5,1,5+,1,4,0,0,3+,2,0,3+,0,0,0,0,0
11005,M,BLACK,48 or older,0,High School Diploma,0,Drug,1-2 years,10+,6+,0,5+,5+,5+,0,0,3+,4+,0,3+,1,1,0,0,0
11006,M,WHITE,38-42,0,High School Diploma,3+,Property,3+ years,10+,5,0,5+,2,5+,0,1,3+,2,0,3+,2+,1,0,1,1
11008,M,BLACK,28-32,0,Some College,3+,Property,<1 year,4,5,1,4,0,4,0,0,0,1,1,1,0,0,0,0,0
11009,M,WHITE,48 or older,0,High School Diploma,1,Drug,1-2 years,10+,6+,3+,5+,5+,5+,0,1,3+,4+,1,2,1,1,0,0,1
11010,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,4,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0
11011,F,WHITE,38-42,0,High School Diploma,2,Property,3+ years,10+,5,0,5+,5+,4,0,0,2,2,1,3+,2+,1,0,0,0
11012,F,WHITE,38-42,0,High School Diploma,1,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11013,M,BLACK,28-32,0,< HS Diploma,2,Unknown,1-2 years,7,3,1,0,4,4,0,0,1,4+,0,0,2+,0,0,0,1
11015,M,BLACK,48 or older,0,< HS Diploma,1,Property,3+ years,10+,4,3+,5+,2,2,0,0,3+,2,1,3+,1,1,0,0,0
11016,M,BLACK,43-47,0,Some College,3+,Violent/Non-Sex,3+ years,10+,1,3+,4,1,0,0,1,3+,0,1,2,0,0,0,0,0
11017,M,BLACK,43-47,0,High School Diploma,3+,Property,1-2 years,10+,4,2,5+,5+,5+,1,1,3+,3,0,3+,2+,1,0,0,1
11018,M,WHITE,23-27,0,< HS Diploma,1,Violent/Non-Sex,3+ years,3,3,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1
11019,M,WHITE,38-42,0,< HS Diploma,0,Violent/Sex,3+ years,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11020,M,WHITE,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,3,1,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1
11021,M,BLACK,38-42,0,Some College,1,Property,<1 year,10+,6+,1,5+,3,3,0,0,3+,2,0,3+,1,0,0,0,1
11022,M,BLACK,38-42,0,High School Diploma,3+,Property,3+ years,10+,6+,0,5+,2,4,0,0,2,3,0,2,2+,0,0,0,0
11023,M,BLACK,43-47,0,High School Diploma,1,Property,3+ years,10+,6+,0,5+,1,5+,0,0,2,4+,0,3+,0,1,0,0,1
11024,M,BLACK,23-27,0,< HS Diploma,0,Property,3+ years,6,6+,0,5+,1,3,0,0,0,3,0,2,0,0,0,1,0
11025,M,BLACK,38-42,0,High School Diploma,3+,Violent/Non-Sex,3+ years,6,1,3+,3,0,0,0,0,3+,0,1,2,0,1,0,0,0
11026,F,WHITE,43-47,0,< HS Diploma,2,Property,1-2 years,10+,6+,2,5+,1,5+,0,0,3+,4+,1,3+,1,1,0,0,1
11027,M,WHITE,23-27,1,High School Diploma,1,Property,<1 year,10+,4,1,5+,1,5+,0,0,1,2,1,2,0,0,0,0,1
11028,M,BLACK,33-37,0,< HS Diploma,1,Drug,3+ years,8,6+,1,0,5+,5+,0,0,2,2,0,0,2+,1,0,0,1
11029,M,BLACK,28-32,0,High School Diploma,0,Property,3+ years,10+,1,0,5+,0,2,0,0,0,3,0,3+,0,1,0,0,0
11030,M,WHITE,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,6,4,3+,1,2,1,0,1,2,1,1,1,0,0,0,0,0
11031,M,WHITE,43-47,0,High School Diploma,2,Property,1-2 years,10+,6+,0,5+,1,5+,0,0,3+,4+,0,3+,0,0,0,0,0
11032,M,BLACK,38-42,0,High School Diploma,0,Violent/Non-Sex,1-2 years,7,1,3+,2,0,1,0,1,1,0,1,0,0,0,0,1,0
11033,M,WHITE,48 or older,0,Some College,3+,Violent/Non-Sex,3+ years,6,4,1,2,2,1,0,0,0,4+,1,0,0,1,0,0,1
11034,M,WHITE,43-47,0,High School Diploma,2,Drug,<1 year,8,6+,1,1,1,5+,0,0,0,4+,0,0,0,0,0,0,1
11035,M,BLACK,38-42,0,High School Diploma,2,Unknown,1-2 years,10+,6+,1,5+,0,5+,0,0,3+,4+,1,3+,0,1,1,0,0
11036,M,BLACK,28-32,0,< HS Diploma,2,Property,1-2 years,7,6+,0,2,2,3,0,0,1,4+,0,2,1,0,0,0,0
11037,M,WHITE,48 or older,0,Some College,0,Violent/Non-Sex,3+ years,4,6+,3+,2,1,1,0,0,1,2,1,1,1,0,1,1,1
11038,M,BLACK,28-32,0,< HS Diploma,3+,Property,3+ years,8,2,0,4,0,5+,0,0,3+,1,0,3+,0,1,0,0,0
11039,M,BLACK,48 or older,0,Some College,2,Property,1-2 years,3,6+,0,2,1,5+,0,0,2,1,0,2,0,0,0,0,0
11040,M,BLACK,23-27,1,< HS Diploma,1,Property,3+ years,5,1,0,4,1,3,0,0,1,1,0,2,1,0,0,0,1
11041,M,BLACK,48 or older,0,< HS Diploma,0,Property,1-2 years,10+,1,1,5+,2,5+,0,0,3+,1,0,3+,0,1,0,0,1
11042,F,BLACK,43-47,0,< HS Diploma,3+,Drug,1-2 years,7,3,1,5+,2,2,0,0,3+,3,1,3+,2+,1,0,0,0
11043,M,BLACK,23-27,1,High School Diploma,2,Unknown,<1 year,3,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,1
11044,M,BLACK,33-37,0,Some College,3+,Property,3+ years,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1
11045,M,BLACK,38-42,0,High School Diploma,3+,Other,1-2 years,4,1,0,1,1,3,0,0,3+,1,0,1,1,1,0,0,1
11046,M,BLACK,28-32,0,High School Diploma,3+,Property,1-2 years,6,5,1,5+,2,1,0,1,1,2,1,3+,0,0,0,1,1
11047,M,WHITE,28-32,1,Some College,2,Property,3+ years,7,2,0,5+,1,3,0,0,0,1,0,3+,1,1,0,0,1
11048,M,BLACK,43-47,0,High School Diploma,3+,Property,<1 year,10+,6+,0,5+,2,5+,0,0,1,4+,0,3+,0,0,0,0,0
11049,M,BLACK,28-32,0,Some College,3+,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11050,M,WHITE,28-32,0,< HS Diploma,2,Violent/Sex,3+ years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11051,M,BLACK,18-22,0,High School Diploma,0,Violent/Sex,3+ years,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11052,M,BLACK,33-37,0,< HS Diploma,3+,Property,3+ years,7,6+,3+,5+,0,5+,0,0,1,2,1,2,0,1,0,0,1
11053,M,BLACK,23-27,1,Some College,3+,Violent/Non-Sex,3+ years,2,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0
11054,M,WHITE,38-42,0,< HS Diploma,3+,Violent/Sex,3+ years,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
11055,M,BLACK,38-42,0,< HS Diploma,1,Property,1-2 years,7,5,0,5+,0,3,0,0,0,4+,0,1,0,1,0,0,0
11056,M,WHITE,48 or older,0,High School Diploma,0,Property,3+ years,10+,6+,1,5+,5+,3,0,1,3+,3,0,3+,2+,1,0,1,0
11057,M,BLACK,23-27,1,High School Diploma,0,Property,1-2 years,9,4,3+,4,0,5+,0,1,1,3,1,2,0,0,0,0,0
11058,F,WHITE,43-47,0,High School Diploma,0,Property,3+ years,9,6+,1,5+,2,5+,0,0,2,4+,0,1,1,1,0,0,1
11059,M,BLACK,33-37,0,< HS Diploma,1,Drug,<1 year,10+,4,0,2,5+,5+,0,1,3+,0,0,1,2+,0,0,1,0
11060,M,WHITE,23-27,1,< HS Diploma,1,Violent/Non-Sex,3+ years,4,5,2,3,1,2,1,1,1,4+,1,1,1,0,0,0,1
11061,F,BLACK,43-47,0,High School Diploma,0,Property,<1 year,10+,6+,0,5+,0,5+,0,0,3+,4+,0,3+,0,1,0,0,1
11062,M,BLACK,28-32,0,Some College,0,Violent/Non-Sex,3+ years,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11063,M,BLACK,23-27,0,High School Diploma,0,Violent/Non-Sex,3+ years,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
11064,M,BLACK,48 or older,0,< HS Diploma,2,Unknown,3+ years,9,1,2,1,5+,3,0,1,3+,0,0,1,2+,0,0,1,0
11065,M,WHITE,38-42,0,< HS Diploma,2,Drug,3+ years,10+,6+,3+,1,5+,3,0,1,2,4+,0,0,2+,0,0,0,1
11067,M,WHITE,38-42,0,High School Diploma,3+,Violent/Non-Sex,3+ years,10+,6+,1,3,0,5+,1,0,2,4+,1,3+,0,0,1,0,1
11068,M,WHITE,23-27,0,< HS Diploma,0,Other,<1 year,4,2,0,2,0,2,0,1,0,1,0,1,0,0,0,1,0
11069,M,BLACK,28-32,1,Some College,1,Drug,1-2 years,7,5,1,2,2,3,0,0,1,2,0,0,0,1,0,0,0
11070,M,BLACK,23-27,0,High School Diploma,2,Drug,<1 year,5,6+,1,1,5+,4,0,0,2,1,0,0,2+,0,0,0,1
11071,M,WHITE,28-32,0,< HS Diploma,2,Other,1-2 years,3,6+,1,1,0,4,1,1,0,4+,0,1,0,0,0,1,1
11072,M,BLACK,28-32,0,High School Diploma,0,Drug,1-2 years,3,6+,1,2,5+,5+,0,0,2,4+,1,1,2+,1,1,0,1
11073,M,BLACK,33-37,0,< HS Diploma,0,Other,<1 year,10+,6+,2,2,3,5+,0,0,3+,4+,1,0,2+,0,0,0,0
11074,M,WHITE,23-27,0,High School Diploma,1,Property,1-2 years,5,2,0,5+,0,1,0,0,1,0,0,2,0,0,0,0,1
